"","UF","ESTRATO_POF","TIPO_SITUACAO_REG","COD_UPA","NUM_DOM","NUM_UC","QUADRO","SEQ","V9001","V9002","V8000","V9010","V9011","V1904","V1905","DEFLATOR","V8000_DEFLA","V1904_DEFLA","COD_IMPUT_VALOR","FATOR_ANUALIZACAO","PESO","PESO_FINAL","RENDA_TOTAL","V9004"
"1",11,1105,1,110000620,4,1,8,23,802401,7,300,NA,NA,NA,NA,0.9967280592,299.02,NA,0,4,707.69230769,967.56532132,852.91,7502
"2",11,1105,1,110000620,4,1,10,0,1000101,7,200,4,12,NA,NA,0.9938702537,198.77,NA,0,1,707.69230769,967.56532132,852.91,NA
"3",11,1105,1,110000620,4,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0088271199,100.21,NA,1,1,707.69230769,967.56532132,852.91,NA
"4",11,1105,1,110000620,7,1,12,3,1200401,7,9999999.99,NA,NA,NA,NA,1.0254186857,65.36,NA,1,1,707.69230769,967.56532132,2721.33,NA
"5",11,1105,1,110000620,10,1,6,0,600101,7,1180,NA,NA,NA,NA,0.8895591089,161.57,NA,1,12,707.69230769,967.56532132,515.55,NA
"6",11,1105,1,110000620,11,1,6,0,600101,7,350,NA,NA,NA,NA,0.8815315531,308.54,NA,0,12,707.69230769,967.56532132,5940.34,NA
"7",11,1103,1,110002334,2,1,10,0,1000101,7,300,3,12,NA,NA,0.9934473662,298.03,NA,0,1,384.06429156,525.09725715,4017.97,NA
"8",11,1103,1,110005695,1,1,19,1,1900201,7,9999999.99,9,12,NA,3,1.0172457953,82.23,NA,1,1,323.68881119,442.5511839,2229.23,NA
"9",11,1103,1,110002291,10,1,6,4,600501,7,70,NA,NA,NA,NA,1,70,NA,0,12,292.83916084,400.37317585,1250.32,NA
"10",11,1103,1,110010188,11,1,13,1,1300201,7,10,NA,NA,NA,NA,1.018486917,10.18,NA,0,1,377.94728103,516.73400776,2642.93,NA
"11",11,1105,1,110012387,10,1,8,22,802301,7,9999999.99,NA,NA,NA,NA,0.9444500806,22.25,NA,1,4,231.63619097,316.69574914,4075.64,7502
"12",11,1105,1,110019509,3,1,11,19,1102001,7,300,NA,NA,NA,NA,1.043793011,313.14,NA,0,1,450.14757038,615.44710016,2500.18,7502
"13",11,1105,1,110019509,8,1,13,1,1300201,7,150,NA,NA,NA,NA,1.0111058824,151.67,NA,0,1,450.14757038,615.44710016,1830.56,NA
"14",11,1105,1,110006184,5,1,6,4,600501,7,40,NA,NA,NA,NA,1,40,NA,0,12,463.17631978,633.26016096,8157.02,NA
"15",11,1105,1,110006184,5,1,12,3,1200401,7,150,NA,NA,NA,NA,1.0946546874,164.2,NA,0,1,463.17631978,633.26016096,8157.02,NA
"16",11,1105,1,110006184,8,1,19,1,1900201,9,80,7,3,NA,3,1.0278640442,82.23,NA,0,1,463.17631978,633.26016096,3660.8,NA
"17",11,1105,1,110006893,4,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0088271199,30.8,NA,1,1,759.35579572,1038.20025525,2815.48,NA
"18",11,1105,1,110006893,5,1,11,19,1102001,10,500,NA,NA,NA,NA,1.0118696933,505.93,NA,0,1,759.35579572,1038.20025525,6975.63,1501
"19",11,1105,1,110006893,8,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0029875829,20.56,NA,1,1,759.35579572,1038.20025525,6578,NA
"20",11,1105,1,110006893,10,1,10,5,1000601,7,150,5,1,NA,NA,0.9869896081,148.05,NA,0,1,759.35579572,1038.20025525,5361,NA
"21",11,1105,1,110006893,13,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,0.9962904572,30.8,NA,1,1,759.35579572,1038.20025525,1231.02,NA
"22",11,1105,1,110020167,3,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0224612163,10.18,NA,1,1,682.14372619,932.63499751,8321.23,NA
"23",11,1105,1,110020167,7,1,6,1,600201,11,9999999.99,NA,NA,NA,NA,1.2327766267,42.47,NA,1,12,682.14372619,932.63499751,4624.76,NA
"24",11,1105,1,110020167,13,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0021455224,50.11,NA,1,1,682.14372619,932.63499751,6090.27,NA
"25",11,1105,1,110022774,6,1,10,5,1000601,7,120,4,1,NA,NA,1.0813088301,129.76,NA,0,1,501.37330754,685.48353591,2235.42,NA
"26",11,1105,1,110022774,6,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0128217215,30.5,NA,1,1,501.37330754,685.48353591,2235.42,NA
"27",11,1105,1,110022774,7,1,6,0,600101,7,60,NA,NA,NA,NA,0.9764991232,58.59,NA,0,12,501.37330754,685.48353591,5167.69,NA
"28",11,1105,1,110022774,7,1,6,1,600201,7,40,NA,NA,NA,NA,0.9467679997,37.87,NA,0,12,501.37330754,685.48353591,5167.69,NA
"29",11,1105,1,110022774,7,1,12,6,1200701,7,9999999.99,NA,NA,NA,NA,1.0698953344,62.62,NA,1,1,501.37330754,685.48353591,5167.69,NA
"30",11,1105,1,110022774,12,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.018486917,30.8,NA,1,1,501.37330754,685.48353591,1609.42,NA
"31",11,1107,1,110001197,6,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0224612163,81.48,NA,1,1,354.56707317,484.76831012,1344.09,NA
"32",11,1107,1,110001197,7,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.026662844,10.18,NA,1,1,354.56707317,484.76831012,8686.38,NA
"33",11,1107,1,110001197,9,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0021455224,30.8,NA,1,1,354.56707317,484.76831012,2412.92,NA
"34",11,1107,1,110001197,13,1,6,0,600101,11,9999999.99,NA,NA,NA,NA,0.9033568837,120,NA,1,12,354.56707317,484.76831012,609.55,NA
"35",11,1107,1,110001197,13,1,12,3,1200401,7,800,NA,NA,NA,NA,1.0893163551,871.45,NA,0,1,354.56707317,484.76831012,609.55,NA
"36",11,1106,1,110018605,3,1,6,0,600101,7,9999999.99,NA,NA,NA,NA,0.8928566066,77.75,NA,1,12,517.92844365,708.11791446,1311.56,NA
"37",11,1110,2,110009642,12,1,6,0,600101,7,146,NA,NA,NA,NA,0.8843329237,129.11,NA,0,12,434.95996636,594.68242772,1164.19,NA
"38",11,1106,1,110019802,7,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0128217215,81.48,NA,1,1,418.10199694,571.63401187,12826.32,NA
"39",11,1110,2,110017886,3,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0281366638,24.31,NA,1,1,378.56301743,517.57584987,1353.63,NA
"40",11,1110,2,110017886,4,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0281366638,50.11,NA,1,1,378.56301743,517.57584987,3240.96,NA
"41",11,1110,2,110017886,6,1,10,0,1000101,7,9999999.99,9,12,NA,NA,1.0378733997,298.03,NA,1,1,378.56301743,517.57584987,4557.65,NA
"42",11,1110,2,110017886,6,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0281366638,30.5,NA,1,1,378.56301743,517.57584987,4557.65,NA
"43",11,1110,2,110017886,8,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0111058824,203.7,NA,1,1,378.56301743,517.57584987,11421.52,NA
"44",11,1110,2,110017886,9,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0111058824,30.38,NA,1,1,378.56301743,517.57584987,2928.71,NA
"45",11,1110,2,110017886,12,1,10,6,1000701,7,9999999.99,10,6,NA,NA,1.0365214402,15.55,NA,1,1,378.56301743,517.57584987,1505.61,NA
"46",11,1110,2,110017886,12,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0111058824,50.11,NA,1,1,378.56301743,517.57584987,1505.61,NA
"47",11,1110,2,110017886,13,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,NA,50.11,NA,0,1,378.56301743,517.57584987,4441.95,NA
"48",11,1110,2,110017886,16,1,6,0,600101,7,103.1,NA,NA,NA,NA,0.919743783,94.83,NA,0,12,378.56301743,517.57584987,3833.78,NA
"49",11,1110,2,110017886,16,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0124399208,30.38,NA,1,1,378.56301743,517.57584987,3833.78,NA
"50",11,1110,2,110017886,17,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0124399208,30.38,NA,1,1,378.56301743,517.57584987,2667.53,NA
"51",11,1110,2,110007280,1,1,6,0,600101,7,220,NA,NA,NA,NA,0.9998250835,219.96,NA,0,12,190.4584689,260.39707886,5772.23,NA
"52",11,1110,2,110007280,2,1,11,19,1102001,7,7000,NA,NA,NA,NA,1.0656994251,7459.9,NA,0,1,190.4584689,260.39707886,2632.15,7501
"53",11,1110,2,110007280,2,1,11,24,1199901,7,4000,NA,NA,NA,NA,1.0249086363,4099.63,NA,0,1,190.4584689,260.39707886,2632.15,2101
"54",11,1110,2,110007280,9,1,8,22,802301,10,600,NA,NA,NA,NA,0.9317823892,559.07,NA,0,4,190.4584689,260.39707886,52603.14,7508
"55",11,1110,2,110007280,11,1,6,0,600101,7,9999999.99,NA,NA,NA,NA,0.8980620171,273.42,NA,1,12,190.4584689,260.39707886,1767.63,NA
"56",11,1110,2,110007280,14,1,6,0,600101,7,9999999.99,NA,NA,NA,NA,0.9039745617,173.77,NA,1,12,190.4584689,260.39707886,1821.24,NA
"57",11,1110,2,110007280,17,1,13,1,1300201,7,50,NA,NA,NA,NA,1.0021455224,50.11,NA,0,1,190.4584689,260.39707886,3346.1,NA
"58",11,1110,2,110007136,1,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.016655626,30.38,NA,1,1,347.50446429,475.11222744,1818.17,NA
"59",11,1110,2,110007136,2,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.016655626,20.56,NA,1,1,347.50446429,475.11222744,7073.55,NA
"60",11,1110,2,110007136,3,1,6,0,600101,7,9999999.99,NA,NA,NA,NA,0.9867035659,68.03,NA,1,12,347.50446429,475.11222744,1636.51,NA
"61",11,1110,2,110007136,6,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0128217215,50.11,NA,1,1,347.50446429,475.11222744,6340.66,NA
"62",11,1110,2,110007136,8,1,13,1,1300201,7,30,NA,NA,NA,NA,1.0128217215,30.38,NA,0,1,347.50446429,475.11222744,705.1,NA
"63",11,1110,2,110007136,9,1,11,19,1102001,10,400,NA,NA,NA,NA,1.0224109253,408.96,NA,0,1,347.50446429,475.11222744,2921.78,1501
"64",11,1110,2,110007136,11,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.018486917,80.89,NA,1,1,347.50446429,475.11222744,4017.63,NA
"65",11,1110,2,110007136,12,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.018486917,10.18,NA,1,1,347.50446429,475.11222744,2680.62,NA
"66",11,1110,2,110007136,14,1,13,1,1300201,7,80,NA,NA,NA,NA,1.018486917,81.48,NA,0,1,347.50446429,475.11222744,2289.38,NA
"67",11,1110,2,110007136,15,1,6,4,600501,7,90,NA,NA,NA,NA,1,90,NA,0,12,347.50446429,475.11222744,2848.86,NA
"68",11,1110,2,110007136,15,1,13,1,1300201,7,200,NA,NA,NA,NA,1.018486917,203.7,NA,0,1,347.50446429,475.11222744,2848.86,NA
"69",11,1108,2,110001665,16,1,13,1,1300201,7,80,NA,NA,NA,NA,1.0111058824,80.89,NA,0,1,144.74082609,222.2638936,927.06,NA
"70",11,1108,2,110004444,15,1,6,0,600101,7,170,NA,NA,NA,NA,0.8815315531,149.86,NA,0,12,211.43178105,324.67446923,9367.72,NA
"71",11,1108,2,110004444,16,1,6,0,600101,7,118,NA,NA,NA,NA,0.8739724848,103.13,NA,0,12,211.43178105,324.67446923,1213.14,NA
"72",11,1108,2,110004444,17,1,6,0,600101,11,200,NA,NA,NA,NA,0.8688479226,173.77,NA,0,12,211.43178105,324.67446923,3322.14,NA
"73",11,1108,2,110021994,7,1,6,0,600101,11,9999999.99,NA,NA,NA,NA,0.984212161,54.75,NA,1,12,474.59033882,728.7805343,1332.74,NA
"74",11,1101,1,110009624,2,1,10,7,1000601,7,200,1,1,NA,NA,1.0946546874,218.93,NA,0,1,1348.68510342,2071.03973656,4428.91,NA
"75",11,1101,1,110015166,11,1,6,0,600101,11,9999999.99,NA,NA,NA,NA,0.8914727944,139.11,NA,1,12,386.40539672,593.36380968,839.89,NA
"76",11,1101,1,110002149,6,1,6,18,600501,7,120,NA,NA,NA,NA,1,120,NA,0,12,497.8875,764.55563587,605.53,NA
"77",11,1101,1,110005539,2,1,10,7,1000602,7,300,1,1,NA,NA,1.0946546874,328.4,NA,0,1,333.35036875,511.89255232,1796.63,NA
"78",11,1101,1,110021380,2,1,10,0,1000101,7,400,2,12,NA,NA,NA,400,NA,0,1,451.14257294,692.7741643,3720.87,NA
"79",11,1101,1,110021380,3,1,10,7,1000602,7,250,1,1,NA,NA,1.0946546874,273.66,NA,0,1,451.14257294,692.7741643,4412.72,NA
"80",11,1101,1,110021380,9,1,10,0,1000101,7,400,2,12,NA,NA,1,400,NA,0,1,451.14257294,692.7741643,1152.27,NA
"81",11,1101,1,110004557,1,1,13,2,1300301,8,320,NA,NA,NA,NA,1.0281366638,329,NA,0,1,801.38067061,1230.59949928,2919.98,NA
"82",11,1101,1,110004557,3,1,6,18,600101,7,115,NA,NA,NA,NA,0.886874305,101.99,NA,0,12,801.38067061,1230.59949928,2303.44,NA
"83",11,1101,1,110004557,3,1,6,19,600201,7,40,NA,NA,NA,NA,1.0843039773,43.37,NA,0,12,801.38067061,1230.59949928,2303.44,NA
"84",11,1101,1,110004557,12,1,10,7,1000601,7,240,1,1,NA,NA,1.0946546874,262.72,NA,0,1,801.38067061,1230.59949928,2743.7,NA
"85",11,1101,1,110000584,8,1,11,24,1199901,7,6000,NA,NA,NA,NA,1.0116764762,6070.06,NA,0,1,427.37593555,656.27813545,5305.86,7502
"86",11,1101,1,110013477,10,1,10,5,1000601,7,380,1,1,NA,NA,1,380,NA,0,1,357.50388765,548.98267611,1916.78,NA
"87",11,1101,1,110013477,12,1,6,4,600501,7,130,NA,NA,NA,NA,1,130,NA,0,12,357.50388765,548.98267611,2663.17,NA
"88",11,1101,1,110008539,11,1,6,18,600501,7,70,NA,NA,NA,NA,1,70,NA,0,12,440.65462435,676.66887905,6843.54,NA
"89",11,1101,1,110019110,7,1,6,0,600101,7,180,NA,NA,NA,NA,0.8976023017,161.57,NA,0,12,352.17945205,540.80647718,2055.18,NA
"90",11,1102,1,110022472,11,1,10,0,1000101,7,350,11,5,NA,NA,1.0148656872,355.2,NA,0,1,338.67946366,520.07590609,306.66,NA
"91",11,1102,1,110022472,11,1,12,3,1200401,7,70,NA,NA,NA,NA,1.0715110598,75.01,NA,0,1,338.67946366,520.07590609,306.66,NA
"92",11,1102,1,110008064,3,1,6,5,600601,7,100,NA,NA,NA,NA,1,100,NA,0,12,528.9910994,812.31829755,3351.57,NA
"93",11,1102,1,110001098,1,1,6,18,600101,7,180,NA,NA,NA,NA,0.9725400882,175.06,NA,0,12,527.54582651,810.0989377,1689.31,NA
"94",11,1102,1,110001098,1,1,13,1,1300201,7,50,NA,NA,NA,NA,1.018486917,50.92,NA,0,1,527.54582651,810.0989377,1689.31,NA
"95",11,1102,1,110001098,3,1,8,23,802401,7,100,NA,NA,NA,NA,0.9969883365,99.7,NA,0,4,527.54582651,810.0989377,1912.07,7502
"96",11,1110,2,110017115,5,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0224612163,30.38,NA,1,1,321.93928253,440.15920756,2204.69,NA
"97",11,1110,2,110017115,6,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0224612163,203.7,NA,1,1,321.93928253,440.15920756,5113.05,NA
"98",11,1110,2,110017115,9,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.026662844,30.06,NA,1,1,321.93928253,440.15920756,2797.77,NA
"99",11,1110,2,110017115,10,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.026662844,81.48,NA,1,1,321.93928253,440.15920756,5356.55,NA
"100",11,1110,2,110017115,12,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.026662844,203.7,NA,1,1,321.93928253,440.15920756,5208.33,NA
"101",11,1110,2,110017115,14,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0021455224,203.7,NA,1,1,321.93928253,440.15920756,3231.16,NA
"102",11,1110,2,110017115,17,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0021455224,20.56,NA,1,1,321.93928253,440.15920756,2984.31,NA
"103",11,1110,2,110021533,1,1,6,0,600101,11,9999999.99,NA,NA,NA,NA,0.9665054061,18.51,NA,1,12,421.25156054,575.9401326,2506.44,NA
"104",11,1110,2,110021533,4,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0088271199,30.8,NA,1,1,421.25156054,575.9401326,1134.35,NA
"105",11,1110,2,110021533,7,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0029875829,30.8,NA,1,1,421.25156054,575.9401326,1480.8,NA
"106",11,1110,2,110021533,8,1,6,0,600101,11,9999999.99,NA,NA,NA,NA,0.9326410274,66.7,NA,1,12,421.25156054,575.9401326,1586.13,NA
"107",11,1110,2,110021533,10,1,6,0,600101,7,74,NA,NA,NA,NA,0.9013290892,66.7,NA,0,12,421.25156054,575.9401326,2205.58,NA
"108",11,1110,2,110021533,10,1,6,4,600501,7,115,NA,NA,NA,NA,1,115,NA,0,12,421.25156054,575.9401326,2205.58,NA
"109",11,1110,2,110021533,15,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0029875829,10.18,NA,1,1,421.25156054,575.9401326,1576.35,NA
"110",11,1110,2,110021533,17,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,0.9962904572,203.7,NA,1,1,421.25156054,575.9401326,3872.82,NA
"111",11,1110,2,110017170,2,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.016655626,20.56,NA,1,1,460.51758857,629.62511209,2279.55,NA
"112",11,1110,2,110017170,3,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.016655626,30.8,NA,1,1,460.51758857,629.62511209,3245.88,NA
"113",11,1110,2,110017170,4,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.016655626,30.5,NA,1,1,460.51758857,629.62511209,1848.27,NA
"114",11,1110,2,110017170,15,1,6,4,600501,9,80,NA,NA,NA,NA,1,80,NA,0,12,460.51758857,629.62511209,4021.72,NA
"115",11,1110,2,110017170,15,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.018486917,20.56,NA,1,1,460.51758857,629.62511209,4021.72,NA
"116",11,1110,2,110017170,17,1,11,19,1102001,10,300,NA,NA,NA,NA,1.0118696933,303.56,NA,0,1,460.51758857,629.62511209,2664.4,1501
"117",11,1109,2,110008082,1,1,10,6,1000701,7,15,4,12,NA,NA,1.0813088301,16.22,NA,0,1,324.294962,443.37992049,1730.57,NA
"118",11,1109,2,110008082,9,1,10,6,1000701,7,20,4,12,NA,NA,0.9859408207,19.72,NA,0,1,324.294962,443.37992049,2499.03,NA
"119",11,1109,2,110008082,11,1,10,6,1000701,7,15,9,12,NA,NA,1.043696461,15.66,NA,0,1,324.294962,443.37992049,2041.98,NA
"120",11,1109,2,110008082,15,1,10,6,1000701,7,20,9,12,NA,NA,1.043696461,20.87,NA,0,1,324.294962,443.37992049,2793.42,NA
"121",11,1103,1,110014602,4,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0029875829,10.18,NA,1,1,455.93395708,623.35831673,19296.67,NA
"122",11,1104,1,110011003,4,1,13,1,1300201,7,5,NA,NA,NA,NA,1.0224612163,5.11,NA,0,1,641.22627703,876.69217544,1970.8,NA
"123",11,1104,1,110011003,7,1,9,0,900101,7,130,NA,NA,NA,NA,0.9359351242,121.67,NA,0,1,641.22627703,876.69217544,3472.14,7502
"124",11,1104,1,110011003,13,1,6,0,600101,7,301.7,NA,NA,NA,NA,0.9062776403,273.42,NA,0,12,641.22627703,876.69217544,2183.22,NA
"125",11,1104,1,110011003,13,1,6,1,600201,7,58,NA,NA,NA,NA,1.1068681936,64.2,NA,0,12,641.22627703,876.69217544,2183.22,NA
"126",11,1104,1,110021335,9,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0128217215,203.7,NA,1,1,432.90256734,591.86952736,4139.3,NA
"127",11,1111,2,110013199,6,1,6,0,600101,7,9999999.99,NA,NA,NA,NA,0.9399212737,273.42,NA,1,12,493.54905336,674.78612274,2111.21,NA
"128",11,1111,2,110013199,11,1,6,0,600101,7,550,NA,NA,NA,NA,0.8980620171,493.93,NA,0,12,493.54905336,674.78612274,941.05,NA
"129",11,1111,2,110013199,11,1,10,6,1000701,7,9999999.99,8,6,NA,NA,1.0698953344,20.87,NA,1,1,493.54905336,674.78612274,941.05,NA
"130",11,1111,2,110013199,12,1,10,6,1000701,7,9999999.99,7,1,NA,NA,1.0684737355,14.8,NA,1,1,493.54905336,674.78612274,2839.88,NA
"131",11,1111,2,110013199,13,1,6,0,600101,7,9999999.99,NA,NA,NA,NA,0.9060011913,129.11,NA,1,12,493.54905336,674.78612274,2284.28,NA
"132",11,1111,2,110013199,13,1,11,24,1199901,7,2057,NA,NA,NA,NA,1.0197110324,2097.55,NA,0,1,493.54905336,674.78612274,2284.28,2101
"133",11,1111,2,110013199,13,1,13,1,1300201,7,15,NA,NA,NA,NA,1.0021455224,15.03,NA,0,1,493.54905336,674.78612274,2284.28,NA
"134",11,1111,2,110013199,15,1,6,0,600101,7,9999999.99,NA,NA,NA,NA,0.9060011913,77.65,NA,1,12,493.54905336,674.78612274,8431.53,NA
"135",11,1111,2,110013199,17,1,6,0,600101,7,9999999.99,NA,NA,NA,NA,0.9052070873,493.93,NA,1,12,493.54905336,674.78612274,6539.78,NA
"136",11,1106,1,110019744,3,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0088271199,7.13,NA,1,1,613.76820513,839.15117369,1943.21,NA
"137",11,1106,1,110019744,4,1,6,4,600501,7,65,NA,NA,NA,NA,1,65,NA,0,12,613.76820513,839.15117369,1625.11,NA
"138",11,1106,1,110019744,10,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0029875829,81.48,NA,1,1,613.76820513,839.15117369,2301.57,NA
"139",11,1107,1,110021920,1,1,10,5,1000601,7,103,1,1,NA,NA,1,103,NA,0,1,316.06430155,432.12686384,1911.18,NA
"140",11,1106,1,110010600,7,1,13,1,1300201,7,30,NA,NA,NA,NA,1.026662844,30.8,NA,0,1,535.39076923,731.99261322,1391.53,NA
"141",11,1106,1,110018411,10,1,11,19,1102001,10,7000,NA,NA,NA,NA,1.0171572897,7120.1,NA,0,1,221.13723164,302.34144735,6725.6,7501
"142",11,1106,1,110005954,12,1,12,3,1200401,7,9999999.99,NA,NA,NA,NA,1.0129324824,871.45,NA,1,1,626.73929314,856.88539915,236.13,NA
"143",11,1109,2,110005150,1,1,10,6,1000701,7,15,3,12,NA,NA,0.9864245993,14.8,NA,0,1,332.14192708,454.10838426,1450.8,NA
"144",11,1109,2,110005150,8,1,10,6,1000701,7,20,9,12,NA,NA,1.043696461,20.87,NA,0,1,332.14192708,454.10838426,1485.41,NA
"145",11,1111,2,110002041,1,1,6,0,600101,7,80,NA,NA,NA,NA,0.9706632345,77.65,NA,0,12,196.25386997,268.32061998,2369.73,NA
"146",11,1111,2,110002041,1,1,6,4,600501,7,50,NA,NA,NA,NA,1,50,NA,0,12,196.25386997,268.32061998,2369.73,NA
"147",11,1111,2,110002041,2,1,6,0,600101,7,200,NA,NA,NA,NA,0.9719140674,194.38,NA,0,12,196.25386997,268.32061998,4624.29,NA
"148",11,1111,2,110002041,2,1,6,4,600501,7,120,NA,NA,NA,NA,1,120,NA,0,12,196.25386997,268.32061998,4624.29,NA
"149",11,1111,2,110002041,3,1,6,0,600101,7,70,NA,NA,NA,NA,0.9719140674,68.03,NA,0,12,196.25386997,268.32061998,4585.4,NA
"150",11,1111,2,110002041,3,1,6,4,600501,7,30,NA,NA,NA,NA,1,30,NA,0,12,196.25386997,268.32061998,4585.4,NA
"151",11,1111,2,110002041,12,1,6,0,600101,7,9999999.99,NA,NA,NA,NA,0.896033755,66.7,NA,1,12,196.25386997,268.32061998,4118.54,NA
"152",11,1111,2,110002041,13,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0029875829,30.38,NA,1,1,196.25386997,268.32061998,1905.15,NA
"153",11,1107,1,110012518,7,1,11,19,1102001,7,930,NA,NA,NA,NA,1.0547277161,980.9,NA,0,1,315.03625913,430.72131205,6000.22,7501
"154",11,1109,2,110021010,5,1,6,4,600501,9,60,NA,NA,NA,NA,1,60,NA,0,12,367.6979638,502.72101961,3159.84,NA
"155",11,1111,2,110008778,2,1,11,19,1102001,7,100,NA,NA,NA,NA,1.0601851852,106.02,NA,0,1,333.54771242,456.03039066,2352.49,1501
"156",11,1111,2,110008778,11,1,11,19,1102001,9,120,NA,NA,NA,NA,1.0547277161,126.57,NA,0,1,333.54771242,456.03039066,2116.71,7502
"157",11,1111,2,110008778,12,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.026662844,50.11,NA,1,1,333.54771242,456.03039066,9273.49,NA
"158",11,1107,1,110000602,2,1,6,1,600201,7,9999999.99,NA,NA,NA,NA,1.0214754541,37.75,NA,1,12,296.86967923,405.88374843,1918.01,NA
"159",11,1109,2,110013527,8,1,6,0,600101,7,9999999.99,NA,NA,NA,NA,0.8709057497,149.86,NA,1,12,347.94195046,475.71036373,436.16,NA
"160",11,1109,2,110013527,11,1,10,6,1000701,7,15,10,12,NA,NA,1.0365214402,15.55,NA,0,1,347.94195046,475.71036373,1735.94,NA
"161",11,1107,1,110001240,1,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.016655626,203.7,NA,1,1,387.04677172,529.17493941,8295.21,NA
"162",11,1107,1,110001240,2,1,10,5,1000601,7,9999999.99,12,11,NA,NA,1.0129324824,218.21,NA,1,1,387.04677172,529.17493941,2878.55,NA
"163",11,1107,1,110001240,2,1,12,8,1200901,7,30,NA,NA,NA,NA,1.0684737355,32.05,NA,0,1,387.04677172,529.17493941,2878.55,NA
"164",11,1107,1,110001240,2,1,13,7,1300201,7,15,NA,NA,NA,NA,1.016655626,15.25,NA,0,1,387.04677172,529.17493941,2878.55,NA
"165",11,1107,1,110001240,3,1,6,4,600501,7,9999999.99,NA,NA,NA,NA,1,40,NA,1,12,387.04677172,529.17493941,1210.26,NA
"166",11,1107,1,110001240,4,1,13,7,1300203,7,30,NA,NA,NA,NA,1.016655626,30.5,NA,0,1,387.04677172,529.17493941,1979.59,NA
"167",11,1107,1,110001240,12,1,13,1,1300201,7,7,NA,NA,NA,NA,1.018486917,7.13,NA,0,1,387.04677172,529.17493941,381.69,NA
"168",11,1111,2,110008133,1,1,13,1,1300201,7,20,NA,NA,NA,NA,1.0281366638,20.56,NA,0,1,376.43613094,514.66794542,3299.25,NA
"169",11,1111,2,110008133,4,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0281366638,30.5,NA,1,1,376.43613094,514.66794542,1953.1,NA
"170",11,1111,2,110008133,5,1,13,1,1300201,7,20,NA,NA,NA,NA,NA,20.56,NA,0,1,376.43613094,514.66794542,6689.48,NA
"171",11,1111,2,110008133,6,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0281366638,10.18,NA,1,1,376.43613094,514.66794542,2747.46,NA
"172",11,1111,2,110008133,7,1,13,1,1300201,7,9999999.99,NA,NA,NA,NA,1.0281366638,15.03,NA,1,1,376.43613094,514.66794542,4356.78,NA
