"","UF","ESTRATO_POF","TIPO_SITUACAO_REG","COD_UPA","NUM_DOM","NUM_UC","COD_INFORMANTE","QUADRO","SEQ","V9001","V9013","PESO","PESO_FINAL","RENDA_TOTAL"
"1",11,1103,1,110005400,12,1,1,29,11,2901201,1,272.80666931,372.9845157,2399.89
"2",11,1103,1,110005400,13,1,1,42,7,4200801,1,272.80666931,372.9845157,3795.54
"3",11,1103,1,110005400,13,1,1,42,9,4201001,1,272.80666931,372.9845157,3795.54
"4",11,1103,1,110005400,13,1,1,42,11,4201201,1,272.80666931,372.9845157,3795.54
"5",11,1103,1,110005400,13,1,2,29,3,2900401,1,272.80666931,372.9845157,3795.54
"6",11,1109,2,110020039,7,1,2,42,7,4200801,1,301.43529412,412.12591128,942.64
"7",11,1109,2,110020039,13,1,1,42,4,4200501,2,301.43529412,412.12591128,1289.02
"8",11,1109,2,110020039,14,1,1,29,7,2900801,1,301.43529412,412.12591128,2765.43
"9",11,1109,2,110020039,15,1,2,42,8,4200901,2,301.43529412,412.12591128,3222.86
"10",11,1109,2,110020039,15,1,2,42,10,4201101,2,301.43529412,412.12591128,3222.86
"11",11,1105,1,110017213,6,1,1,42,4,4200501,1,456.22651285,623.75830245,2955.05
"12",11,1105,1,110017213,6,1,1,42,14,4201501,1,456.22651285,623.75830245,2955.05
"13",11,1105,1,110017213,8,1,4,29,37,2904901,1,456.22651285,623.75830245,3385.72
"14",11,1105,1,110017213,11,1,1,29,0,2900101,2,456.22651285,623.75830245,2773.63
"15",11,1110,2,110004584,7,1,2,29,22,2902301,1,421.69117647,576.54118072,3559.43
"16",11,1110,2,110004584,7,1,2,42,16,4201701,2,421.69117647,576.54118072,3559.43
"17",11,1105,1,110000620,11,1,1,29,11,2901201,1,707.69230769,967.56532132,5940.34
"18",11,1105,1,110000620,13,1,2,29,37,2904401,2,707.69230769,967.56532132,2151.57
"19",11,1103,1,110018420,10,1,3,29,37,2902203,1,357.40869393,488.65340773,3131.32
"20",11,1103,1,110018420,10,1,3,42,27,4202801,1,357.40869393,488.65340773,3131.32
"21",11,1103,1,110002334,3,1,1,29,11,2901201,1,384.06429156,525.09725715,1956.03
"22",11,1103,1,110002334,3,1,1,29,12,2901301,1,384.06429156,525.09725715,1956.03
"23",11,1103,1,110019980,1,1,4,42,16,4201701,4,964.24689353,1318.32979564,4311.99
"24",11,1103,1,110019980,10,1,1,42,9,4201001,1,964.24689353,1318.32979564,1537.23
"25",11,1103,1,110019980,10,1,1,42,28,4202901,1,964.24689353,1318.32979564,1537.23
"26",11,1103,1,110019980,10,1,1,42,29,4203001,1,964.24689353,1318.32979564,1537.23
"27",11,1103,1,110019980,12,1,1,42,4,4200501,1,964.24689353,1318.32979564,1728.99
"28",11,1103,1,110010509,3,1,1,42,9,4201001,1,317.70956316,434.37628504,5314.96
"29",11,1103,1,110010509,8,1,1,42,7,4200801,1,317.70956316,434.37628504,5015.43
"30",11,1103,1,110010509,13,1,2,42,5,4200601,2,317.70956316,434.37628504,6088.14
"31",11,1103,1,110005695,7,1,1,42,8,4200901,1,323.68881119,442.5511839,1440.46
"32",11,1103,1,110005695,7,1,1,42,21,4202201,1,323.68881119,442.5511839,1440.46
"33",11,1103,1,110005695,9,1,1,29,10,2901101,1,323.68881119,442.5511839,1797.34
"34",11,1103,1,110005695,9,1,2,29,6,2900701,1,323.68881119,442.5511839,1797.34
"35",11,1103,1,110005695,10,1,1,42,33,4204001,1,323.68881119,442.5511839,2769
"36",11,1103,1,110005695,10,1,1,42,34,4201302,1,323.68881119,442.5511839,2769
"37",11,1103,1,110005695,13,1,1,42,8,4200901,2,323.68881119,442.5511839,2703.53
"38",11,1103,1,110002291,6,1,1,42,4,4200501,4,292.83916084,400.37317585,3649.41
"39",11,1103,1,110002291,6,1,1,42,8,4200901,4,292.83916084,400.37317585,3649.41
"40",11,1103,1,110002291,6,1,1,42,17,4201801,4,292.83916084,400.37317585,3649.41
"41",11,1103,1,110010188,6,1,4,29,11,2901201,1,377.94728103,516.73400776,14690.68
"42",11,1103,1,110010188,6,1,4,29,12,2901301,1,377.94728103,516.73400776,14690.68
"43",11,1103,1,110010188,6,1,4,29,37,2901304,1,377.94728103,516.73400776,14690.68
"44",11,1103,1,110010188,6,1,4,42,6,4200701,1,377.94728103,516.73400776,14690.68
"45",11,1103,1,110010188,6,1,4,42,33,4204001,3,377.94728103,516.73400776,14690.68
"46",11,1103,1,110010188,6,1,4,42,34,4206601,1,377.94728103,516.73400776,14690.68
"47",11,1103,1,110010188,8,1,1,42,33,4206501,2,377.94728103,516.73400776,3477.13
"48",11,1103,1,110010188,10,1,1,42,4,4200501,2,377.94728103,516.73400776,3404.36
"49",11,1105,1,110012387,6,1,3,42,18,4201901,1,231.63619097,316.69574914,6266.16
"50",11,1105,1,110012387,13,1,3,29,0,2900101,1,231.63619097,316.69574914,1975.98
"51",11,1105,1,110012387,13,1,3,42,16,4201701,1,231.63619097,316.69574914,1975.98
"52",11,1105,1,110012387,13,1,4,29,1,2900201,1,231.63619097,316.69574914,1975.98
"53",11,1105,1,110012387,13,1,4,42,4,4200501,1,231.63619097,316.69574914,1975.98
"54",11,1104,1,110017124,5,1,2,29,14,2901501,4,731.4012,999.98040024,686.45
"55",11,1104,1,110017124,5,1,2,29,22,2902301,4,731.4012,999.98040024,686.45
"56",11,1105,1,110019509,1,1,1,42,4,4200501,4,450.14757038,615.44710016,1977.97
"57",11,1105,1,110019509,1,1,1,42,11,4201201,4,450.14757038,615.44710016,1977.97
"58",11,1105,1,110019509,3,1,1,42,4,4200501,4,450.14757038,615.44710016,2500.18
"59",11,1105,1,110019509,3,1,1,42,9,4201001,4,450.14757038,615.44710016,2500.18
"60",11,1105,1,110019509,3,1,1,42,27,4202801,4,450.14757038,615.44710016,2500.18
"61",11,1105,1,110019509,3,1,2,29,37,2904302,2,450.14757038,615.44710016,2500.18
"62",11,1105,1,110019509,4,1,1,29,2,2900301,1,450.14757038,615.44710016,2265.55
"63",11,1105,1,110019509,4,1,1,29,37,2902504,1,450.14757038,615.44710016,2265.55
"64",11,1105,1,110019509,6,1,1,42,4,4200501,2,450.14757038,615.44710016,623.55
"65",11,1105,1,110019509,12,1,1,42,7,4200801,1,450.14757038,615.44710016,2493.48
"66",11,1105,1,110019509,12,1,1,42,9,4201001,1,450.14757038,615.44710016,2493.48
"67",11,1105,1,110019509,12,1,1,42,27,4202801,1,450.14757038,615.44710016,2493.48
"68",11,1106,1,110020900,8,1,2,42,7,4200801,3,249.14265239,340.63079094,3065.74
"69",11,1106,1,110020900,10,1,1,42,33,4204301,2,249.14265239,340.63079094,4801.57
"70",11,1106,1,110020900,10,1,1,42,34,4200901,2,249.14265239,340.63079094,4801.57
"71",11,1106,1,110020900,10,1,1,42,35,4201101,2,249.14265239,340.63079094,4801.57
"72",11,1106,1,110020900,11,1,2,29,37,2900903,1,249.14265239,340.63079094,2617.09
"73",11,1106,1,110020900,11,1,2,42,33,4203501,3,249.14265239,340.63079094,2617.09
"74",11,1105,1,110007860,4,1,1,42,4,4200501,4,317.2408269,433.73542326,3032.94
"75",11,1105,1,110006184,7,1,2,42,23,4202401,2,463.17631978,633.26016096,3816.78
"76",11,1105,1,110006184,7,1,2,42,33,4202401,2,463.17631978,633.26016096,3816.78
"77",11,1105,1,110006184,7,1,2,42,34,4202401,2,463.17631978,633.26016096,3816.78
"78",11,1105,1,110006184,10,1,2,29,37,2905001,1,463.17631978,633.26016096,1558.56
"79",11,1105,1,110005482,3,1,1,42,4,4200501,2,412.60143554,564.11357904,1715.16
"80",11,1106,1,110009955,3,1,1,29,1,2900201,1,315.38986667,431.20476846,1508.04
"81",11,1106,1,110009955,3,1,1,29,25,2902601,1,315.38986667,431.20476846,1508.04
"82",11,1106,1,110009955,7,1,3,29,25,2902601,1,315.38986667,431.20476846,8791.2
"83",11,1106,1,110009955,7,1,3,42,33,4203401,1,315.38986667,431.20476846,8791.2
"84",11,1106,1,110009955,12,1,1,42,20,4202101,1,315.38986667,431.20476846,6415.15
"85",11,1105,1,110020167,1,1,2,42,16,4201701,1,682.14372619,932.63499751,4224.67
"86",11,1105,1,110020167,3,1,1,42,4,4200501,4,682.14372619,932.63499751,8321.23
"87",11,1105,1,110020167,4,1,1,29,8,2900901,1,682.14372619,932.63499751,923.36
"88",11,1105,1,110020167,4,1,2,29,18,2901901,1,682.14372619,932.63499751,923.36
"89",11,1105,1,110020167,7,1,1,29,4,2900501,1,682.14372619,932.63499751,4624.76
"90",11,1105,1,110020167,10,1,1,29,37,2905301,1,682.14372619,932.63499751,4311.48
"91",11,1105,1,110022774,7,1,1,29,21,2902201,1,501.37330754,685.48353591,5167.69
"92",11,1105,1,110022774,7,1,1,42,33,4206501,1,501.37330754,685.48353591,5167.69
"93",11,1106,1,110018605,2,1,2,42,8,4200901,2,517.92844365,708.11791446,1114.63
"94",11,1106,1,110018605,2,1,2,42,33,4200901,2,517.92844365,708.11791446,1114.63
"95",11,1106,1,110018605,3,1,1,29,1,2900201,1,517.92844365,708.11791446,1311.56
"96",11,1106,1,110018605,5,1,1,29,6,2900701,1,517.92844365,708.11791446,816.41
"97",11,1110,2,110009642,8,1,1,42,11,4201201,1,434.95996636,594.68242772,2482.19
"98",11,1110,2,110009642,8,1,2,42,5,4200601,2,434.95996636,594.68242772,2482.19
"99",11,1110,2,110009642,9,1,1,42,27,4202801,1,434.95996636,594.68242772,7828.67
"100",11,1110,2,110009642,9,1,2,42,29,4203001,1,434.95996636,594.68242772,7828.67
"101",11,1110,2,110009642,15,1,1,29,11,2901201,1,434.95996636,594.68242772,18332.51
"102",11,1106,1,110002023,1,1,1,29,0,2900101,1,317.8333543,434.54553375,1997.73
"103",11,1106,1,110002023,1,1,1,29,8,2900901,1,317.8333543,434.54553375,1997.73
"104",11,1106,1,110019802,7,1,1,29,33,2903401,2,418.10199694,571.63401187,12826.32
"105",11,1106,1,110019802,7,1,2,42,33,4203901,3,418.10199694,571.63401187,12826.32
"106",11,1110,2,110017886,6,1,1,42,7,4200801,1,378.56301743,517.57584987,4557.65
"107",11,1110,2,110017886,11,1,2,29,37,2907901,1,378.56301743,517.57584987,6195.81
"108",11,1110,2,110017886,13,1,1,42,7,4200801,1,378.56301743,517.57584987,4441.95
"109",11,1110,2,110007280,1,1,2,42,33,4201002,1,190.4584689,260.39707886,5772.23
"110",11,1110,2,110007280,2,1,1,29,37,2904506,1,190.4584689,260.39707886,2632.15
"111",11,1110,2,110007280,2,1,1,29,38,2901312,1,190.4584689,260.39707886,2632.15
"112",11,1110,2,110007280,3,1,1,29,37,2906102,1,190.4584689,260.39707886,4042.95
"113",11,1110,2,110007280,16,1,1,42,11,4201201,1,190.4584689,260.39707886,5123.68
"114",11,1103,1,110016218,6,1,3,42,9,4201001,2,355.92877493,486.63004492,7984.45
"115",11,1103,1,110016218,6,1,3,42,19,4202001,2,355.92877493,486.63004492,7984.45
"116",11,1102,1,110015989,2,1,1,42,16,4201701,4,545.58791209,837.80434948,1105
"117",11,1102,1,110015989,4,1,1,42,9,4201001,4,545.58791209,837.80434948,1715.09
"118",11,1102,1,110015989,5,1,6,29,37,2904502,1,545.58791209,837.80434948,3703.87
"119",11,1102,1,110015989,7,1,1,29,14,2901501,1,545.58791209,837.80434948,1459.7
"120",11,1102,1,110015989,7,1,1,42,11,4201201,1,545.58791209,837.80434948,1459.7
"121",11,1102,1,110015989,8,1,2,29,0,2900101,2,545.58791209,837.80434948,3680.31
"122",11,1102,1,110015989,8,1,5,42,11,4201201,4,545.58791209,837.80434948,3680.31
"123",11,1108,2,110001665,2,1,1,42,4,4200501,3,144.74082609,222.2638936,4317.57
"124",11,1108,2,110001665,5,1,2,29,3,2900401,2,144.74082609,222.2638936,7253.49
"125",11,1108,2,110001665,5,1,4,42,27,4202801,1,144.74082609,222.2638936,7253.49
"126",11,1108,2,110001665,8,1,1,29,22,2902301,1,144.74082609,222.2638936,2065.23
"127",11,1108,2,110001665,8,1,1,42,9,4201001,1,144.74082609,222.2638936,2065.23
"128",11,1108,2,110001665,8,1,1,42,27,4202801,1,144.74082609,222.2638936,2065.23
"129",11,1108,2,110001665,9,1,1,29,9,2901001,1,144.74082609,222.2638936,1789.71
"130",11,1108,2,110001665,9,1,1,29,37,2901001,2,144.74082609,222.2638936,1789.71
"131",11,1108,2,110001665,9,1,1,29,38,2905604,1,144.74082609,222.2638936,1789.71
"132",11,1108,2,110001665,9,1,1,29,39,2905604,2,144.74082609,222.2638936,1789.71
"133",11,1108,2,110001665,9,1,1,42,33,4204301,3,144.74082609,222.2638936,1789.71
"134",11,1108,2,110001665,12,1,1,42,19,4202001,3,144.74082609,222.2638936,1235.99
"135",11,1108,2,110001665,14,1,1,29,3,2900401,2,144.74082609,222.2638936,2588.11
"136",11,1108,2,110021994,14,1,1,42,27,4202801,1,474.59033882,728.7805343,8366.56
"137",11,1108,2,110021994,4,1,1,42,1,4200201,1,474.59033882,728.7805343,6531.63
"138",11,1108,2,110021994,4,1,2,42,1,4200201,1,474.59033882,728.7805343,6531.63
"139",11,1108,2,110021994,5,1,1,42,1,4200201,1,474.59033882,728.7805343,5337.24
"140",11,1108,2,110021994,5,1,2,42,1,4200201,1,474.59033882,728.7805343,5337.24
"141",11,1108,2,110021994,6,1,1,42,33,4204601,2,474.59033882,728.7805343,4964.5
"142",11,1108,2,110021994,9,1,1,42,9,4201001,1,474.59033882,728.7805343,2656.29
"143",11,1108,2,110021994,9,1,1,42,11,4201201,1,474.59033882,728.7805343,2656.29
"144",11,1108,2,110021994,9,1,1,42,27,4202801,1,474.59033882,728.7805343,2656.29
"145",11,1108,2,110021994,11,1,1,42,5,4200601,1,474.59033882,728.7805343,3457.9
"146",11,1108,2,110021994,11,1,1,42,7,4200801,4,474.59033882,728.7805343,3457.9
"147",11,1101,1,110009624,4,1,1,42,9,4201001,1,1348.68510342,2071.03973656,5777.19
"148",11,1101,1,110018880,9,1,5,42,29,4203001,4,360.20657051,553.13291369,22373.39
"149",11,1101,1,110015166,11,1,1,29,0,2900101,1,386.40539672,593.36380968,839.89
"150",11,1101,1,110002149,2,1,2,29,0,2900101,1,497.8875,764.55563587,3783.05
"151",11,1101,1,110002149,5,1,1,42,18,4201901,4,497.8875,764.55563587,586.44
"152",11,1101,1,110002149,11,1,1,42,1,4200201,1,497.8875,764.55563587,3585.85
"153",11,1101,1,110002149,11,1,2,42,1,4200201,1,497.8875,764.55563587,3585.85
"154",11,1101,1,110002149,11,1,3,42,1,4200201,1,497.8875,764.55563587,3585.85
"155",11,1101,1,110002149,12,1,1,42,30,4203101,1,497.8875,764.55563587,2094.55
"156",11,1101,1,110002149,12,1,2,29,18,2901901,4,497.8875,764.55563587,2094.55
"157",11,1101,1,110002149,12,1,5,29,8,2900901,1,497.8875,764.55563587,2094.55
"158",11,1101,1,110002149,12,1,5,29,22,2902301,1,497.8875,764.55563587,2094.55
"159",11,1101,1,110002149,12,1,5,42,9,4201001,1,497.8875,764.55563587,2094.55
"160",11,1101,1,110002149,12,1,5,42,19,4202001,1,497.8875,764.55563587,2094.55
"161",11,1101,1,110002149,12,1,5,42,27,4202801,1,497.8875,764.55563587,2094.55
"162",11,1101,1,110005539,9,1,2,42,4,4200501,2,333.35036875,511.89255232,8096.43
"163",11,1101,1,110005539,10,1,1,42,11,4201201,3,333.35036875,511.89255232,2172.74
"164",11,1101,1,110018159,5,1,3,42,4,4200501,2,496.29538462,762.1107848,17331.92
"165",11,1101,1,110018159,6,1,2,42,27,4202801,1,496.29538462,762.1107848,7552.64
"166",11,1101,1,110018159,6,1,3,42,4,4200501,2,496.29538462,762.1107848,7552.64
"167",11,1101,1,110018159,6,1,4,42,27,4202801,1,496.29538462,762.1107848,7552.64
"168",11,1102,1,110001278,2,1,1,42,1,4200201,1,407.0813937,625.11385365,4538.58
"169",11,1102,1,110001278,9,1,1,42,8,4200901,4,407.0813937,625.11385365,3460.34
"170",11,1101,1,110021380,9,1,1,29,8,2900901,1,451.14257294,692.7741643,1152.27
"171",11,1101,1,110004557,3,1,1,42,8,4200901,4,801.38067061,1230.59949928,2303.44
"172",11,1102,1,110005362,3,1,3,29,37,2902203,1,358.425,550.39713547,6611.16
"173",11,1102,1,110005362,3,1,3,42,27,4202801,1,358.425,550.39713547,6611.16
"174",11,1101,1,110000584,3,1,2,42,9,4201001,4,427.37593555,656.27813545,8165.33
"175",11,1101,1,110000584,3,1,2,42,27,4202801,4,427.37593555,656.27813545,8165.33
"176",11,1101,1,110006466,9,1,1,29,37,2907001,1,2409.12902677,3699.45655387,1404.41
"177",11,1101,1,110013477,9,1,2,42,4,4200501,2,357.50388765,548.98267611,4049.51
"178",11,1101,1,110013477,10,1,1,42,33,4203601,1,357.50388765,548.98267611,1916.78
"179",11,1101,1,110019110,6,1,1,42,4,4200501,1,352.17945205,540.80647718,1721.13
"180",11,1101,1,110019110,9,1,1,42,4,4200501,3,352.17945205,540.80647718,1119.43
"181",11,1102,1,110022472,2,1,2,29,1,2900201,1,338.67946366,520.07590609,1647.88
"182",11,1102,1,110022472,5,1,3,29,21,2902201,4,338.67946366,520.07590609,9553.37
"183",11,1102,1,110022472,9,1,3,42,18,4201901,4,338.67946366,520.07590609,5786.46
"184",11,1102,1,110022472,10,1,1,29,0,2900101,1,338.67946366,520.07590609,2765.73
"185",11,1102,1,110022472,10,1,1,42,8,4200901,1,338.67946366,520.07590609,2765.73
"186",11,1102,1,110008064,3,1,1,42,1,4200201,1,528.9910994,812.31829755,3351.57
"187",11,1102,1,110008064,3,1,2,42,1,4200201,1,528.9910994,812.31829755,3351.57
"188",11,1102,1,110008064,5,1,1,42,33,4202602,2,528.9910994,812.31829755,4291.74
"189",11,1102,1,110008064,13,1,1,29,37,2904302,2,528.9910994,812.31829755,4496.75
"190",11,1102,1,110008064,13,1,1,42,9,4201001,1,528.9910994,812.31829755,4496.75
"191",11,1102,1,110008064,13,1,1,42,10,4201101,1,528.9910994,812.31829755,4496.75
"192",11,1102,1,110008064,13,1,1,42,27,4202801,1,528.9910994,812.31829755,4496.75
"193",11,1101,1,110020616,1,1,1,42,4,4200501,4,472.45246004,725.49760941,4387.8
"194",11,1101,1,110020616,2,1,1,42,4,4200501,4,472.45246004,725.49760941,2009.93
"195",11,1101,1,110000016,2,1,2,42,15,4201601,1,449.91150552,690.88373818,3855.34
"196",11,1101,1,110000016,4,1,1,29,1,2900201,1,449.91150552,690.88373818,2669.57
"197",11,1101,1,110000016,4,1,1,29,37,2902604,1,449.91150552,690.88373818,2669.57
"198",11,1101,1,110000016,5,1,1,42,27,4202801,1,449.91150552,690.88373818,12943.65
"199",11,1102,1,110001098,4,1,1,29,11,2901201,2,527.54582651,810.0989377,1510.78
"200",11,1102,1,110001098,4,1,1,42,9,4201001,2,527.54582651,810.0989377,1510.78
"201",11,1102,1,110001098,4,1,1,42,20,4202101,2,527.54582651,810.0989377,1510.78
"202",11,1102,1,110001098,4,1,1,42,27,4202801,1,527.54582651,810.0989377,1510.78
"203",11,1102,1,110001098,4,1,1,42,33,4202102,2,527.54582651,810.0989377,1510.78
"204",11,1102,1,110001098,4,1,2,42,27,4202801,1,527.54582651,810.0989377,1510.78
"205",11,1102,1,110017920,4,1,1,42,4,4200501,3,1056.68813716,1622.64943512,395.42
"206",11,1102,1,110017920,11,1,1,42,22,4202301,1,1056.68813716,1622.64943512,2999.65
"207",11,1102,1,110017920,12,1,1,42,9,4201001,4,1056.68813716,1622.64943512,2856.82
"208",11,1102,1,110020158,7,1,5,42,18,4201901,4,395.92183623,607.97724637,6491.69
"209",11,1102,1,110020158,8,1,2,29,14,2901501,4,395.92183623,607.97724637,5201.08
"210",11,1102,1,110020158,8,1,2,29,22,2902301,4,395.92183623,607.97724637,5201.08
"211",11,1110,2,110017115,16,1,1,29,37,2904506,1,321.93928253,440.15920756,8630.36
"212",11,1110,2,110017115,16,1,1,29,38,2901312,1,321.93928253,440.15920756,8630.36
"213",11,1110,2,110021533,5,1,1,42,11,4201201,2,421.25156054,575.9401326,6379
"214",11,1110,2,110021533,10,1,1,42,9,4201001,1,421.25156054,575.9401326,2205.58
"215",11,1110,2,110021533,10,1,2,42,9,4201001,1,421.25156054,575.9401326,2205.58
"216",11,1110,2,110021533,14,1,2,42,4,4200501,4,421.25156054,575.9401326,2478.05
"217",11,1110,2,110021533,15,1,1,42,4,4200501,4,421.25156054,575.9401326,1576.35
"218",11,1110,2,110017170,3,1,1,42,33,4204802,4,460.51758857,629.62511209,3245.88
"219",11,1110,2,110017170,6,1,2,42,21,4202201,1,460.51758857,629.62511209,2445.11
"220",11,1104,1,110017222,6,1,1,29,37,2905903,1,677.17105263,925.8362992,1080.68
"221",11,1104,1,110017222,6,1,1,42,4,4200501,1,677.17105263,925.8362992,1080.68
"222",11,1104,1,110017222,6,1,1,42,8,4200901,1,677.17105263,925.8362992,1080.68
"223",11,1104,1,110017222,6,1,2,29,25,2902601,1,677.17105263,925.8362992,1080.68
"224",11,1104,1,110017222,7,1,1,42,9,4201001,1,677.17105263,925.8362992,4569.11
"225",11,1104,1,110017222,7,1,1,42,28,4202901,1,677.17105263,925.8362992,4569.11
"226",11,1104,1,110017222,7,1,1,42,29,4203001,1,677.17105263,925.8362992,4569.11
"227",11,1104,1,110017222,9,1,1,42,10,4201101,1,677.17105263,925.8362992,3681.57
"228",11,1104,1,110017222,9,1,1,42,33,4206401,1,677.17105263,925.8362992,3681.57
"229",11,1104,1,110017222,9,1,2,42,11,4201201,1,677.17105263,925.8362992,3681.57
"230",11,1104,1,110017222,12,1,2,42,8,4200901,1,677.17105263,925.8362992,2863.64
"231",11,1104,1,110017222,12,1,2,42,11,4201201,1,677.17105263,925.8362992,2863.64
"232",11,1104,1,110006375,4,1,1,42,5,4200601,2,432.86789475,591.82212258,2860.59
"233",11,1104,1,110006375,4,1,1,42,11,4201201,1,432.86789475,591.82212258,2860.59
"234",11,1104,1,110006375,4,1,1,42,16,4201701,4,432.86789475,591.82212258,2860.59
"235",11,1104,1,110006375,4,1,2,42,4,4200501,1,432.86789475,591.82212258,2860.59
"236",11,1104,1,110006375,4,1,2,42,11,4201201,1,432.86789475,591.82212258,2860.59
"237",11,1104,1,110011003,3,1,3,42,8,4200901,1,641.22627703,876.69217544,3998.81
"238",11,1104,1,110011003,5,1,1,42,19,4202001,1,641.22627703,876.69217544,2289.44
"239",11,1104,1,110011003,5,1,2,42,4,4200501,1,641.22627703,876.69217544,2289.44
"240",11,1104,1,110011003,5,1,2,42,16,4201701,1,641.22627703,876.69217544,2289.44
"241",11,1104,1,110011003,5,1,2,42,19,4202001,1,641.22627703,876.69217544,2289.44
"242",11,1104,1,110011003,5,1,2,42,20,4202101,1,641.22627703,876.69217544,2289.44
"243",11,1104,1,110011003,5,1,3,42,19,4202001,1,641.22627703,876.69217544,2289.44
"244",11,1104,1,110011003,6,1,1,29,15,2901601,1,641.22627703,876.69217544,5123.4
"245",11,1104,1,110011003,6,1,1,29,25,2902601,1,641.22627703,876.69217544,5123.4
"246",11,1104,1,110011003,11,1,1,42,7,4200801,1,641.22627703,876.69217544,1356.34
"247",11,1104,1,110011003,11,1,1,42,16,4201701,1,641.22627703,876.69217544,1356.34
"248",11,1104,1,110011003,11,1,1,42,17,4201801,1,641.22627703,876.69217544,1356.34
"249",11,1104,1,110011003,11,1,1,42,18,4201901,1,641.22627703,876.69217544,1356.34
"250",11,1104,1,110011003,11,1,1,42,25,4202601,1,641.22627703,876.69217544,1356.34
"251",11,1104,1,110011003,12,1,1,29,11,2901201,1,641.22627703,876.69217544,3567.92
"252",11,1104,1,110011003,12,1,1,29,12,2901301,1,641.22627703,876.69217544,3567.92
"253",11,1104,1,110011003,12,1,1,42,6,4200701,1,641.22627703,876.69217544,3567.92
"254",11,1104,1,110011003,12,1,1,42,9,4201001,1,641.22627703,876.69217544,3567.92
"255",11,1104,1,110011003,12,1,1,42,27,4202801,1,641.22627703,876.69217544,3567.92
"256",11,1104,1,110011003,12,1,1,42,33,4206601,1,641.22627703,876.69217544,3567.92
"257",11,1104,1,110011003,13,1,1,42,9,4201001,2,641.22627703,876.69217544,2183.22
"258",11,1104,1,110011003,13,1,2,42,5,4200601,2,641.22627703,876.69217544,2183.22
"259",11,1104,1,110011003,13,1,2,42,9,4201001,1,641.22627703,876.69217544,2183.22
"260",11,1104,1,110011003,13,1,2,42,16,4201701,1,641.22627703,876.69217544,2183.22
"261",11,1111,2,110013199,5,1,2,42,4,4200501,2,493.54905336,674.78612274,4240.1
"262",11,1111,2,110013199,5,1,2,42,25,4202601,3,493.54905336,674.78612274,4240.1
"263",11,1111,2,110013199,7,1,2,29,12,2901301,1,493.54905336,674.78612274,4973.02
"264",11,1111,2,110013199,7,1,2,42,33,4201101,2,493.54905336,674.78612274,4973.02
"265",11,1111,2,110013199,12,1,1,29,37,2907002,1,493.54905336,674.78612274,2839.88
"266",11,1111,2,110013199,12,1,1,42,19,4202001,1,493.54905336,674.78612274,2839.88
"267",11,1111,2,110013199,12,1,1,42,20,4202101,1,493.54905336,674.78612274,2839.88
"268",11,1106,1,110019744,1,1,1,29,1,2900201,2,613.76820513,839.15117369,2555.98
"269",11,1106,1,110019744,3,1,2,42,33,4201702,1,613.76820513,839.15117369,1943.21
"270",11,1106,1,110019744,5,1,2,42,27,4202801,1,613.76820513,839.15117369,8504.31
"271",11,1106,1,110019744,5,1,2,42,33,4200804,1,613.76820513,839.15117369,8504.31
"272",11,1106,1,110019744,11,1,2,29,8,2900901,1,613.76820513,839.15117369,2817.96
"273",11,1106,1,110019744,11,1,2,42,20,4202101,1,613.76820513,839.15117369,2817.96
"274",11,1107,1,110021920,4,1,1,42,8,4200901,2,316.06430155,432.12686384,2765.1
"275",11,1107,1,110021920,4,1,1,42,21,4202201,1,316.06430155,432.12686384,2765.1
"276",11,1107,1,110021920,4,1,2,42,9,4201001,1,316.06430155,432.12686384,2765.1
"277",11,1107,1,110012642,5,1,1,29,0,2900101,2,431.39847285,589.81311152,1279.19
"278",11,1107,1,110012642,6,1,2,42,8,4200901,1,431.39847285,589.81311152,1433.45
"279",11,1107,1,110012642,6,1,2,42,9,4201001,1,431.39847285,589.81311152,1433.45
"280",11,1107,1,110012642,6,1,2,42,27,4202801,1,431.39847285,589.81311152,1433.45
"281",11,1107,1,110012642,12,1,2,42,19,4202001,1,431.39847285,589.81311152,1345.8
"282",11,1107,1,110012642,13,1,1,29,0,2900101,1,431.39847285,589.81311152,1302.31
"283",11,1106,1,110002050,2,1,1,29,37,2900903,1,185.54304959,253.67665925,3411.7
"284",11,1106,1,110002050,2,1,1,29,38,2900904,1,185.54304959,253.67665925,3411.7
"285",11,1106,1,110002050,2,1,1,42,8,4200901,2,185.54304959,253.67665925,3411.7
"286",11,1106,1,110002050,2,1,2,29,13,2901401,1,185.54304959,253.67665925,3411.7
"287",11,1106,1,110002050,13,1,1,42,5,4200601,1,185.54304959,253.67665925,3614.46
"288",11,1109,2,110006493,1,1,1,29,0,2900101,3,312.84663866,427.72763695,1217.81
"289",11,1109,2,110006493,1,1,1,29,1,2900201,3,312.84663866,427.72763695,1217.81
"290",11,1109,2,110006493,2,1,1,29,0,2900101,1,312.84663866,427.72763695,5218.19
"291",11,1109,2,110006493,2,1,1,29,2,2900301,3,312.84663866,427.72763695,5218.19
"292",11,1109,2,110006493,3,1,1,29,15,2901601,3,312.84663866,427.72763695,581.07
"293",11,1109,2,110006493,7,1,2,29,12,2901301,3,312.84663866,427.72763695,1407.06
"294",11,1109,2,110006493,15,1,1,29,21,2902201,1,312.84663866,427.72763695,1574.65
"295",11,1106,1,110010600,5,1,2,29,37,2907901,2,535.39076923,731.99261322,12887.5
"296",11,1106,1,110018411,6,1,1,42,13,4201401,2,221.13723164,302.34144735,2158.7
